"stopno","name","lat","long"
"11323",NA,51.097546,17.019278
"12543",NA,51.136654,16.9483165
"10111",NA,51.107452,17.040753
"10538",NA,51.112892,17.0184
"17733",NA,51.109768,16.843561
"23128",NA,51.146847,17.030119
"20632",NA,51.126427,17.04796
"18532",NA,51.14526,16.946575
"11214",NA,51.080494,17.00828
"24401",NA,51.106873,17.073961
"12720",NA,51.137524,16.968403
"18006",NA,51.142494,16.900368
"21002",NA,51.09758,17.032799
"29321",NA,51.141865,17.125013
"25001",NA,51.093235,17.060217
"10509",NA,51.11767,17.000671
"11234",NA,51.083633,17.024736
"120851",NA,51.118813,17.05843
"11326",NA,51.098713,17.02696
"24715",NA,51.100403,17.158968
"10406",NA,51.11296,17.00781
"23202",NA,51.135654,17.001553
"23314",NA,51.152645,16.996193
"17312",NA,51.106495,16.950542
"25004",NA,51.090393,17.064302
"10381",NA,51.107075,17.019367
"17738",NA,51.118828,16.847755
"18103",NA,51.140865,16.914295
"16517",NA,51.078537,16.998375
"16511",NA,51.066454,17.003202
"24508",NA,51.101112,17.108559
"17113",NA,51.073196,16.963821
"11713",NA,51.0953,16.970482
"120631",NA,51.126846,17.048899
"16706",NA,51.062634,16.976528
"10532",NA,51.11322,17.018177
"17138",NA,51.07666,16.978403
"21104",NA,51.09011,17.033907
"12519",NA,51.1263,16.954683
"21123",NA,51.09177,17.04367
"11371",NA,51.087391,17.027256
"10371",NA,51.10646,17.021461
"23543",NA,51.156506,17.033934
"17719",NA,51.120255,16.855036
"12313",NA,51.1286,16.989635
"23541",NA,51.15651,17.032162
"17714",NA,51.12102,16.877028
"18536",NA,51.1425,16.955835
"124421",NA,51.10869,17.072975
"20853",NA,51.114056,17.06073
"25308",NA,51.06174,17.079227
"24209",NA,51.113697,17.091726
"16718",NA,51.05508,16.974937
"11545",NA,51.084373,17.006607
"18504",NA,51.14884,16.94563
"23204",NA,51.137432,16.994482
"10404",NA,51.112637,17.016828
"120627",NA,51.12443,17.04531
"17701",NA,51.122566,16.930374
"20931",NA,51.115532,17.050837
"26112",NA,51.066475,17.058384
"723972",NA,51.051247,16.974745
"18004",NA,51.139687,16.922375
"10021",NA,51.10864,17.038652
"26321",NA,51.05865,17.032524
"10716",NA,51.117325,17.032808
"11609",NA,51.0902,16.976753
"25307",NA,51.060875,17.08194
"10712",NA,51.116306,17.033384
"18109",NA,51.145187,16.878094
"29536",NA,51.16672,17.109749
"26341",NA,51.056747,17.022276
"17111",NA,51.085104,16.954093
"723956",NA,51.047302,17.006742
"17103",NA,51.077797,16.963526
"18503",NA,51.149353,16.945122
"20329",NA,51.102026,17.04666
"11706",NA,51.094814,16.981344
"10507",NA,51.11672,17.000484
"16715",NA,51.058758,16.973783
"10534",NA,51.110928,17.02156
"20851",NA,51.119534,17.057137
"110655",NA,51.1179,17.031132
"24003",NA,51.13167,17.065714
"20611",NA,51.117603,17.034718
"23505",NA,51.16538,16.998959
"17729",NA,51.12924,16.911324
"50000055",NA,51.072014,17.118433
"11716",NA,51.09568,16.976671
"11526",NA,51.093967,16.997364
"24505",NA,51.10186,17.103444
"11721",NA,51.09473,16.98895
"23513",NA,51.193348,16.978542
"20607",NA,51.124443,17.033459
"17310",NA,51.095985,16.962008
"29105",NA,51.150154,17.121117
"12110",NA,51.11248,16.96111
"10505",NA,51.11334,17.006674
"120205",NA,51.096928,17.05623
"24716",NA,51.101448,17.157635
"10527",NA,51.120266,17.01068
"10605",NA,51.1303,17.027828
"723971",NA,51.046627,16.970509
"23515",NA,51.19668,16.975134
"16402",NA,51.071854,17.005981
"20682",NA,51.122906,17.03048
"125003",NA,51.089632,17.065292
"11378",NA,51.07488,17.016705
"11541",NA,51.096466,17.014631
"24120",NA,51.12898,17.101196
"18149",NA,51.14029,16.899584
"723954",NA,51.04872,17.00012
"12133",NA,51.11671,16.94673
"24222",NA,51.110565,17.079662
"10535",NA,51.112614,17.02304
"17317",NA,51.100468,16.94197
"23517",NA,51.170357,17.003169
"11328",NA,51.094387,17.021667
"18711",NA,51.17237,16.903494
"24202",NA,51.11494,17.073284
"18737",NA,51.154114,16.894993
"17709",NA,51.127228,16.89668
"20261",NA,51.10161,17.04613
"23140",NA,51.138725,17.028774
"12705",NA,51.137875,16.964598
"12701",NA,51.133446,16.971703
"29319",NA,51.142372,17.129461
"25504",NA,51.095287,17.079758
"29513",NA,51.15022,17.10985
"10516",NA,51.120186,17.010443
"71951006",NA,51.037113,16.984877
"723966",NA,51.037575,16.977602
"23508",NA,51.168934,16.997234
"29103",NA,51.145756,17.111296
"10335",NA,51.104126,17.031864
"11714",NA,51.095047,16.973974
"20818",NA,51.110012,17.064135
"111405",NA,51.098434,16.99603
"11546",NA,51.0862875,17.00495
"18111",NA,51.13843,16.939024
"10022",NA,51.108192,17.038666
"12538",NA,51.127644,16.964052
"24144",NA,51.13194,17.065897
"10119",NA,51.109013,17.04132
"124201",NA,51.115246,17.073784
"12301",NA,51.12184,16.992867
"24102",NA,51.131546,17.062342
"20328",NA,51.10005,17.045435
"24130",NA,51.136635,17.097216
"120817",NA,51.10913,17.066732
"18384",NA,51.144833,16.871786
"25502",NA,51.097107,17.067768
"10556",NA,51.11299,17.023304
"20327",NA,51.099613,17.045245
"82024005",NA,51.057125,16.95464
"24201",NA,51.115276,17.07382
"24728",NA,51.11768,17.112776
"29120",NA,51.149513,17.119375
"11344",NA,51.089794,17.021484
"20802",NA,51.1171,17.045392
"21177",NA,51.083145,17.03231
"20301",NA,51.10855,17.050165
"24506",NA,51.10219,17.1018085
"11536",NA,51.092503,17.008547
"26335",NA,51.060303,17.025352
"23717",NA,51.14036,17.0701
"44707",NA,51.114532,17.129763
"10545",NA,51.11234,16.999924
"12514",NA,51.122875,16.973148
"16404",NA,51.068733,17.004211
"11547",NA,51.07923,16.991259
"12140",NA,51.11942,16.952059
"11363",NA,51.076347,17.017632
"21112",NA,51.092155,17.030935
"10250",NA,51.104195,17.030165
"121010",NA,51.09059,17.04439
"17513",NA,51.111286,16.88243
"23713",NA,51.13859,17.059284
"10604",NA,51.12092,17.031046
"24705",NA,51.11354,17.122904
"11317",NA,51.088707,17.014458
"17120",NA,51.086655,16.949255
"11374",NA,51.087955,17.027939
"20203",NA,51.100483,17.053585
"10407",NA,51.11677,17.000158
"23010",NA,51.135998,17.029024
"20808",NA,51.115055,17.067442
"12132",NA,51.110817,16.954626
"18526",NA,51.145355,16.94913
"23166",NA,51.15056,17.043295
"23556",NA,51.15876,17.04447
"11376",NA,51.08317,17.02439
"17737",NA,51.117252,16.846891
"16721",NA,51.055546,16.97038
"11355",NA,51.08165,17.016655
"26302",NA,51.071648,17.032534
"18145",NA,51.139545,16.891499
"18508",NA,51.156807,16.934843
"25314",NA,51.04762,17.091234
"26320",NA,51.061523,16.998703
"85510",NA,51.095146,17.118742
"21005",NA,51.093433,17.036182
"29104",NA,51.145164,17.106525
"120268",NA,51.099773,17.035524
"12206",NA,51.125267,16.983595
"17128",NA,51.076054,16.953014
"12517",NA,51.122467,16.961805
"24122",NA,51.13319,17.10567
"11660",NA,51.0938,16.980722
"10222",NA,51.104843,17.037716
"23511",NA,51.179955,16.9865995
"11301",NA,51.0912,17.017437
"10372",NA,51.10692,17.02173
"23518",NA,51.171467,17.004618
"11549",NA,51.077305,16.983845
"11341",NA,51.089775,17.026525
"24211",NA,51.11389,17.097569
"23013",NA,51.137028,17.035997
"10706",NA,51.126446,17.027912
"120621",NA,51.11756,17.042051
"23105",NA,51.13489,17.009106
"716102",NA,51.016373,16.886984
"12407",NA,51.132946,16.95681
"12103",NA,51.11368,16.98958
"24002",NA,51.132046,17.066006
"12733",NA,51.140255,16.96442
"120269",NA,51.099487,17.035067
"17713",NA,51.120926,16.876572
"12525",NA,51.13394,16.9568
"11240",NA,51.074017,17.015755
"12127",NA,51.121326,16.944406
"29533",NA,51.164005,17.111792
"24402",NA,51.108234,17.06974
"11610",NA,51.089485,16.976818
"24514",NA,51.106407,17.09819
"17707",NA,51.126244,16.908833
"71951011",NA,51.039307,16.987007
"11331",NA,51.09754,17.029978
"29101",NA,51.145252,17.107494
"17509",NA,51.107727,16.899113
"11720",NA,51.090748,16.977148
"12610",NA,51.142673,16.961126
"21138",NA,51.076744,17.050478
"21137",NA,51.076633,17.054186
"23162",NA,51.1413,17.035227
"23709",NA,51.140114,17.063076
"20315",NA,51.096786,17.057781
"23164",NA,51.146606,17.041847
"20626",NA,51.121376,17.04338
"12102",NA,51.11248,16.994944
"11703",NA,51.09576,16.984873
"120625",NA,51.121803,17.043706
"17133",NA,51.07649,16.96819
"17510",NA,51.109066,16.904303
"23133",NA,51.13688,17.04519
"12306",NA,51.123566,16.987772
"29529",NA,51.151688,17.106687
"10270",NA,51.100914,17.030766
"20813",NA,51.11201,17.058039
"18530",NA,51.157818,16.922638
"23107",NA,51.135468,17.003815
"23167",NA,51.144646,17.040543
"716105",NA,51.033375,16.932953
"10226",NA,51.100132,17.033762
"26324",NA,51.058903,17.006992
"18312",NA,51.145496,16.866735
"25319",NA,51.05352,17.092735
"11707",NA,51.09528,16.979174
"11352",NA,51.086838,17.011032
"12107",NA,51.11372,16.964518
"11701",NA,51.0974,16.991007
"723955",NA,51.0477,17.005302
"16524",NA,51.067665,17.01438
"24105",NA,51.13935,17.081402
"11208",NA,51.0885,17.014439
"23552",NA,51.152466,17.043554
"20345",NA,51.100315,17.039278
"17110",NA,51.08779,16.950879
"20292",NA,51.108147,17.048103
"23169",NA,51.14934,17.043242
"23304",NA,51.14162,16.990896
"24408",NA,51.104473,17.084187
"18102",NA,51.1382,16.937351
"10652",NA,51.114925,17.024302
"17305",NA,51.096813,16.947311
"23509",NA,51.172688,16.995075
"21010",NA,51.090347,17.044518
"4",NA,51.0789,17.005726
"10379",NA,51.102165,17.012177
"21103",NA,51.089226,17.03401
"26116",NA,51.064243,17.069391
"120822",NA,51.110016,17.054667
"24141",NA,51.132008,17.065706
"110250",NA,51.102947,17.03046
"25317",NA,51.062393,17.076706
"23308",NA,51.148075,16.98383
"24311",NA,51.11183,17.083828
"20825",NA,51.114048,17.069168
"12315",NA,51.13002,16.984392
"20803",NA,51.11632,17.05512
"24516",NA,51.10652,17.104208
"11362",NA,51.084328,17.023504
"21159",NA,51.07672,17.055556
"18148",NA,51.13595,16.902872
"10027",NA,51.110725,17.039167
"71951008",NA,51.043953,16.99254
"24007",NA,51.131374,17.078241
"11366",NA,51.07436,17.015654
"17718",NA,51.12054,16.863485
"18141",NA,51.14405,16.888436
"11539",NA,51.0885,17.005136
"16724",NA,51.058468,16.987377
"26104",NA,51.05962,17.056232
"812902",NA,51.107951,16.840159
"21007",NA,51.091217,17.042273
"21102",NA,51.09653,17.032942
"23111",NA,51.136387,17.016804
"10268",NA,51.10005,17.035612
"120213",NA,51.099,17.050604
"16713",NA,51.061455,16.975664
"17725",NA,51.121567,16.9213765
"11731",NA,51.08721,16.974833
"23732",NA,51.135166,17.058384
"12111",NA,51.110332,16.955667
"29534",NA,51.163895,17.112326
"12151",NA,51.11354,16.970594
"23143",NA,51.13838,17.029186
"25503",NA,51.09427,17.08287
"26111",NA,51.06608,17.060059
"17721",NA,51.120144,16.849388
"18519",NA,51.146732,16.938082
"24012",NA,51.131832,17.087202
"12309",NA,51.125746,16.997389
"26115",NA,51.06391,17.072508
"18524",NA,51.152515,16.947214
"20900",NA,51.116932,17.049566
"18387",NA,51.144634,16.871155
"24711",NA,51.107113,17.14241
"24124",NA,51.13168,17.110935
"21153",NA,51.091896,17.031738
"20326",NA,51.097466,17.055046
"23555",NA,51.159294,17.044683
"24512",NA,51.106266,17.09161
"24207",NA,51.116447,17.090012
"11726",NA,51.093662,16.980556
"12704",NA,51.136204,16.966934
"18010",NA,51.144714,16.882656
"11333",NA,51.09303,17.024092
"10531",NA,51.107754,17.021082
"25005",NA,51.08724,17.068766
"24324",NA,51.11378,17.096283
"11723",NA,51.092743,16.982838
"12203",NA,51.12408,16.987013
"10386",NA,51.10164,17.013529
"29114",NA,51.151344,17.1265
"10655",NA,51.117966,17.03114
"10403",NA,51.11288,17.011408
"24208",NA,51.116005,17.089422
"24703",NA,51.114212,17.1163
"23201",NA,51.13609,16.99741
"10241",NA,51.10714,17.026266
"17307",NA,51.0964,16.957115
"16407",NA,51.06652,16.993023
"80362013",NA,51.107506,16.83954
"29320",NA,51.142426,17.130533
"121024",NA,51.081,17.050264
"10650",NA,51.11754,17.024939
"26323",NA,51.05876,17.006863
"10246",NA,51.102272,17.012978
"12718",NA,51.13762,16.96896
"16512",NA,51.0693,17.004938
"20313",NA,51.105003,17.0480685
"29322",NA,51.14188,17.12339
"21175",NA,51.08358,17.026564
"20202",NA,51.105972,17.047813
"20932",NA,51.11293,17.049826
"23727",NA,51.143417,17.071133
"812713",NA,51.057854,16.954252
"21037",NA,51.07723,17.040184
"16401",NA,51.071068,17.005589
"16514",NA,51.073746,17.002087
"23145",NA,51.143066,17.02505
"24412",NA,51.10322,17.095835
"21125",NA,51.084976,17.0481
"29511",NA,51.149982,17.114746
"10002",NA,51.10729,17.033335
"12002",NA,51.112633,16.993551
"23131",NA,51.135937,17.03761
"21129",NA,51.075855,17.052008
"11320",NA,51.098545,17.030025
"11322",NA,51.098175,17.031198
"23714",NA,51.13914,17.060883
"18710",NA,51.166775,16.898582
"23004",NA,51.13365,17.020506
"23024",NA,51.139446,17.03152
"25135",NA,51.08626,17.07001
"10004",NA,51.108974,17.027086
"12408",NA,51.13236,16.959155
"20670",NA,51.123455,17.048876
"17503",NA,51.109745,16.927505
"24702",NA,51.115288,17.111036
"120805",NA,51.11218,17.060421
"23723",NA,51.15283,17.069246
"20339",NA,51.100574,17.039364
"23016",NA,51.1404,17.03232
"23168",NA,51.143646,17.039225
"18144",NA,51.14079,16.886942
"10551",NA,51.108692,17.017796
"18529",NA,51.14924,16.930113
"24106",NA,51.139427,17.080896
"18104",NA,51.139713,16.9230995
"25146",NA,51.076065,17.09288
"11606",NA,51.09484,16.981424
"29100",NA,51.1459,17.116673
"20821",NA,51.11047,17.05648
"12130",NA,51.121593,16.94699
"11368",NA,51.07277,17.00998
"12544",NA,51.124203,16.959248
"21004",NA,51.09443,17.033056
"120203",NA,51.10042,17.053598
"10269",NA,51.101246,17.029581
"29314",NA,51.1457,17.135765
"10243",NA,51.104687,17.02248
"25511",NA,51.094814,17.129677
"17516",NA,51.11064,16.900158
"24421",NA,51.109074,17.074413
"20631",NA,51.126556,17.047993
"24119",NA,51.130961,17.104339
"12542",NA,51.123287,16.95896
"20204",NA,51.10148,17.052618
"24706",NA,51.113525,17.121029
"24320",NA,51.11947,17.082169
"24315",NA,51.113693,17.103897
"116406",NA,51.06794,17.00093
"12531",NA,51.136593,16.948387
"20669",NA,51.122257,17.052217
"25111",NA,51.080822,17.076166
"16405",NA,51.06745,16.998009
"11338",NA,51.0858585,17.011887
"20318",NA,51.10406,17.048084
"24319",NA,51.11943,17.0876255
"12601",NA,51.133095,16.97262
"18130",NA,51.160088,16.893713
"21025",NA,51.079346,17.050713
"20334",NA,51.101273,17.040665
"18528",NA,51.14804,16.931046
"10383",NA,51.10475,17.012934
"18714",NA,51.174675,16.906649
"18121",NA,51.145866,16.876144
"23311",NA,51.145126,16.987368
"17727",NA,51.124065,16.885025
"18147",NA,51.137905,16.897533
"18515",NA,51.147755,16.94749
"18131",NA,51.139456,16.9254185
"29554",NA,51.173435,17.116282
"23103",NA,51.133934,17.018833
"24524",NA,51.104065,17.08813
"11452",NA,51.08815,17.005962
"11601",NA,51.09742,16.991358
"12302",NA,51.12098,16.994062
"17119",NA,51.068096,16.969404
"20304",NA,51.10937,17.047478
"24140",NA,51.132015,17.065613
"24714",NA,51.10354,17.15429
"12322",NA,51.127888,16.97797
"18537",NA,51.1438,16.952236
"12131",NA,51.11164,16.95175
"10026",NA,51.11002,17.038958
"24517",NA,51.105587,17.110815
"23733",NA,51.13826,17.059885
"16510",NA,51.061615,16.997755
"11719",NA,51.089775,16.976643
"12123",NA,51.116047,16.958534
"29128",NA,51.147156,17.114397
"11729",NA,51.08356,16.970558
"26333",NA,51.06216,17.03103
"12533",NA,51.11562,16.968506
"25508",NA,51.09326,17.10653
"21030",NA,51.077213,17.039448
"20909",NA,51.113426,17.053001
"25012",NA,51.080517,17.079544
"23109",NA,51.13623,16.998873
"11206",NA,51.091087,17.017511
"20332",NA,51.106255,17.043451
"85512",NA,51.094814,17.129566
"111406",NA,51.0986,16.996803
"17311",NA,51.105255,16.94893
"20630",NA,51.128292,17.054033
"24413",NA,51.102146,17.102338
"26344",NA,51.05284,17.019735
"26317",NA,51.059727,17.005547
"18533",NA,51.157646,16.922916
"20341",NA,51.099915,17.03919
"21148",NA,51.083347,17.058386
"110024",NA,51.110695,17.039118
"71951005",NA,51.037434,16.985264
"12731",NA,51.14086,16.959246
"12310",NA,51.1215525,16.9946715
"21008",NA,51.092125,17.039375
"24502",NA,51.107506,17.072348
"16523",NA,51.06982,17.00356
"16406",NA,51.06754,16.998486
"20805",NA,51.115837,17.060469
"11658",NA,51.091328,16.98729
"21133",NA,51.07688,17.048187
"24720",NA,51.10524,17.145744
"11207",NA,51.088554,17.01452
"120669",NA,51.122135,17.05236
"726952",NA,51.04608,17.013294
"110241",NA,51.107227,17.026345
"21109",NA,51.074463,17.032618
"50000041",NA,51.041054,17.074606
"24117",NA,51.129715,17.097951
"10024",NA,51.11243,17.039478
"12903",NA,51.12338,16.950188
"12124",NA,51.114395,16.958672
"112206",NA,51.12535,16.983604
"21176",NA,51.083885,17.02664
"11334",NA,51.092484,17.02353
"723962",NA,51.039055,16.971308
"10271",NA,51.10431,17.02233
"110222",NA,51.10394,17.037373
"25316",NA,51.06046,17.083242
"21160",NA,51.0917,17.03284
"26113",NA,51.064808,17.066011
"10378",NA,51.103195,17.017315
"24317",NA,51.115086,17.090404
"12122",NA,51.112835,16.959597
"25014",NA,51.07727,17.0839
"20658",NA,51.117546,17.040413
"120826",NA,51.1135,17.067142
"121009",NA,51.087315,17.0461395
"71951007",NA,51.04254,16.990788
"11704",NA,51.096134,16.986475
"120853",NA,51.115685,17.060776
"25517",NA,51.095142,17.116705
"23165",NA,51.15053,17.043175
"29516",NA,51.153206,17.104635
"24323",NA,51.113827,17.09868
"23315",NA,51.151825,16.993305
"26314",NA,51.05654,17.02509
"23731",NA,51.135548,17.057777
"24107",NA,51.142185,17.09406
"11522",NA,51.093533,17.008924
"18150",NA,51.1403235,16.899619
"2",NA,51.124374,17.041044
"18142",NA,51.1432,16.889
"21154",NA,51.078632,17.064339
"24114",NA,51.131582,17.0705005
"11231",NA,51.089725,17.028698
"20811",NA,51.11361,17.05029
"16518",NA,51.076584,16.996908
"21029",NA,51.077133,17.045746
"17512",NA,51.110966,16.890865
